id,name,group,first_year,last_year,max_size,n_periods,duration
903,903,,450.0,599.0,1.2,1,149.0
904,904,,450.0,599.0,2.0,1,149.0
905,905,,-99.0,199.0,1.3,1,298.0
906,906,,450.0,599.0,0.9,1,149.0
907,907,,-99.0,199.0,5.6,1,298.0
908,908,,-99.0,199.0,0.6,1,298.0
909,909,,450.0,599.0,2.6,1,149.0
91,91,,850.0,1149.0,0.1,1,299.0
910,910,,450.0,599.0,1.5,1,149.0
911,911,,450.0,599.0,0.2,1,149.0
912,912,,450.0,599.0,2.1,1,149.0
913,913,,450.0,599.0,2.1,1,149.0
914,914,,-99.0,199.0,0.1,1,298.0
915,915,,-99.0,599.0,0.8,4,698.0
916,916,,200.0,299.0,1.0,1,99.0
917,917,,-99.0,199.0,0.2,1,298.0
918,918,,-99.0,199.0,1.0,1,298.0
919,919,,-99.0,299.0,2.2,2,398.0
91b,91b,,1440.0,1519.0,0.1,1,79.0
92,92,,200.0,449.0,0.2,2,249.0
920,920,,-99.0,599.0,6.7,4,698.0
921,921,,-99.0,199.0,1.9,1,298.0
922,922,,-99.0,199.0,0.4,1,298.0
923,923,,200.0,449.0,0.1,2,249.0
92b,92b,,1150.0,1299.0,0.2,1,149.0
93,93,,-99.0,599.0,0.1,4,698.0
93b,93b,,1150.0,1299.0,0.1,1,149.0
94,94,,200.0,449.0,0.1,2,249.0
95,95,,-99.0,599.0,0.4,4,698.0
95b,95b,,850.0,1149.0,0.2,1,299.0
95c,95c,,1440.0,1519.0,0.4,1,79.0
96,96,,-99.0,599.0,0.2,4,698.0
96b,96b,,850.0,1149.0,0.1,1,299.0
97,97,,-99.0,599.0,0.2,4,698.0
99,99,,-1499.0,599.0,23.8,7,2098.0
